entry_time,exit_time,position,entry_price,exit_price,exit_type,pnl
2021-03-21 00:00:00,2021-03-21 08:00:00,short,57790.0,56634.2,take_profit,0.02000000000000005
2021-03-24 08:00:00,2021-03-24 16:00:00,long,56541.03,55975.619699999996,stop_loss,-0.010000000000000057
2021-03-24 20:00:00,2021-03-25 00:00:00,short,52303.65,52826.6865,stop_loss,-0.010000000000000038
2021-03-26 08:00:00,2021-03-26 16:00:00,long,52710.96,53765.1792,take_profit,0.01999999999999999
2021-03-31 08:00:00,2021-03-31 12:00:00,short,58015.02,58595.1702,stop_loss,-0.010000000000000064
2021-03-31 12:00:00,2021-03-31 16:00:00,long,59304.75,58711.7025,stop_loss,-0.01000000000000001
2021-03-31 16:00:00,2021-03-31 20:00:00,short,58553.12,59138.6512,stop_loss,-0.009999999999999959
2021-04-05 16:00:00,2021-04-06 04:00:00,long,59005.2,58415.147999999994,stop_loss,-0.010000000000000057
2021-04-06 16:00:00,2021-04-07 08:00:00,short,58225.0,57060.5,take_profit,0.02
2021-04-08 16:00:00,2021-04-09 08:00:00,long,57734.94,58889.6388,take_profit,0.01999999999999997
2021-04-12 12:00:00,2021-04-13 00:00:00,short,59986.83,60586.698300000004,stop_loss,-0.010000000000000031
2021-04-13 04:00:00,2021-04-13 08:00:00,long,61050.99,62272.0098,take_profit,0.02000000000000003
2021-04-14 20:00:00,2021-04-15 20:00:00,short,62959.53,63589.1253,stop_loss,-0.010000000000000014
2021-04-20 08:00:00,2021-04-20 12:00:00,long,56266.83,55704.161700000004,stop_loss,-0.009999999999999957
2021-04-22 20:00:00,2021-04-23 00:00:00,short,51690.96,50657.1408,take_profit,0.019999999999999962
2021-04-24 16:00:00,2021-04-24 20:00:00,long,50667.75,50161.0725,stop_loss,-0.00999999999999996
2021-04-29 04:00:00,2021-04-29 12:00:00,short,54465.14,53375.8372,take_profit,0.01999999999999996
2021-04-30 12:00:00,2021-04-30 16:00:00,long,57180.06,56608.259399999995,stop_loss,-0.01000000000000004
2021-05-02 04:00:00,2021-05-02 12:00:00,short,56633.02,57199.3502,stop_loss,-0.010000000000000071
2021-05-03 08:00:00,2021-05-03 12:00:00,long,58657.63,58071.0537,stop_loss,-0.01000000000000001
2021-05-03 12:00:00,2021-05-03 20:00:00,short,57601.83,56449.7934,take_profit,0.01999999999999999
2021-05-05 16:00:00,2021-05-06 04:00:00,long,57136.04,56564.6796,stop_loss,-0.00999999999999996
2021-05-07 00:00:00,2021-05-07 04:00:00,short,55705.67,56262.7267,stop_loss,-0.010000000000000018
2021-05-07 12:00:00,2021-05-07 20:00:00,long,57519.24,56944.0476,stop_loss,-0.009999999999999998
2021-05-09 12:00:00,2021-05-09 20:00:00,short,57379.58,57953.3758,stop_loss,-0.009999999999999997
2021-05-10 00:00:00,2021-05-10 04:00:00,long,59356.76,58763.1924,stop_loss,-0.010000000000000035
2021-05-10 08:00:00,2021-05-10 12:00:00,short,58070.63,56909.217399999994,take_profit,0.020000000000000056
2021-05-12 04:00:00,2021-05-12 08:00:00,long,57101.07,56530.0593,stop_loss,-0.009999999999999981
2021-05-12 08:00:00,2021-05-12 12:00:00,short,56421.46,55293.0308,take_profit,0.019999999999999976
2021-05-14 16:00:00,2021-05-14 20:00:00,long,50138.09,49636.70909999999,stop_loss,-0.010000000000000075
2021-05-15 20:00:00,2021-05-16 00:00:00,short,46762.99,47230.6199,stop_loss,-0.009999999999999998
2021-05-16 00:00:00,2021-05-16 04:00:00,long,48383.46,49351.1292,take_profit,0.02000000000000008
2021-05-16 16:00:00,2021-05-16 20:00:00,short,45549.26,46004.7526,stop_loss,-0.00999999999999995
2021-05-18 04:00:00,2021-05-18 08:00:00,long,45172.7,44720.973,stop_loss,-0.009999999999999978
2021-05-19 00:00:00,2021-05-19 04:00:00,short,40591.15,39779.327,take_profit,0.020000000000000098
2021-05-20 08:00:00,2021-05-20 12:00:00,long,40475.17,41284.6734,take_profit,0.020000000000000035
2021-05-21 20:00:00,2021-05-22 00:00:00,short,37252.01,37624.5301,stop_loss,-0.010000000000000042
2021-05-22 08:00:00,2021-05-22 12:00:00,long,38157.76,37776.182400000005,stop_loss,-0.009999999999999919
2021-05-23 12:00:00,2021-05-23 16:00:00,short,33318.09,33651.270899999996,stop_loss,-0.009999999999999983
2021-05-24 04:00:00,2021-05-24 08:00:00,long,36645.79,36279.3321,stop_loss,-0.010000000000000033
2021-05-28 00:00:00,2021-05-28 04:00:00,short,38237.18,37472.4364,take_profit,0.020000000000000042
2021-05-30 12:00:00,2021-05-30 16:00:00,long,35477.0,36186.54,take_profit,0.020000000000000025
2021-06-04 04:00:00,2021-06-04 08:00:00,short,36610.29,36976.3929,stop_loss,-0.009999999999999946
2021-06-07 08:00:00,2021-06-07 12:00:00,long,36376.47,36012.7053,stop_loss,-0.009999999999999992
2021-06-07 16:00:00,2021-06-07 20:00:00,short,35634.46,34921.7708,take_profit,0.02000000000000002
2021-06-09 08:00:00,2021-06-09 12:00:00,long,34972.42,34622.6958,stop_loss,-0.009999999999999913
2021-06-12 00:00:00,2021-06-12 08:00:00,short,35571.19,34859.7662,take_profit,0.020000000000000115
2021-06-13 16:00:00,2021-06-13 20:00:00,long,37650.0,38403.0,take_profit,0.02
2021-06-16 04:00:00,2021-06-16 08:00:00,short,40126.87,39324.3326,take_profit,0.020000000000000025
2021-06-22 20:00:00,2021-06-23 00:00:00,long,32509.56,32184.4644,stop_loss,-0.010000000000000018
2021-06-25 16:00:00,2021-06-25 20:00:00,short,32220.74,31576.3252,take_profit,0.02000000000000007
2021-06-27 00:00:00,2021-06-27 04:00:00,long,33146.91,32815.4409,stop_loss,-0.010000000000000061
2021-06-30 12:00:00,2021-06-30 16:00:00,short,34193.44,34535.3744,stop_loss,-0.009999999999999948
2021-07-03 04:00:00,2021-07-04 04:00:00,long,34499.54,35189.5308,take_profit,0.019999999999999987
2021-07-05 04:00:00,2021-07-05 08:00:00,short,34256.17,33571.046599999994,take_profit,0.02000000000000012
2021-07-07 04:00:00,2021-07-07 20:00:00,long,34710.38,34363.2762,stop_loss,-0.009999999999999919
2021-07-07 20:00:00,2021-07-08 00:00:00,short,33862.12,33184.8776,take_profit,0.02000000000000008
2021-07-09 16:00:00,2021-07-10 00:00:00,long,33445.31,34114.216199999995,take_profit,0.01999999999999993
2021-07-12 16:00:00,2021-07-12 20:00:00,short,32822.85,33151.078499999996,stop_loss,-0.009999999999999922
2021-07-15 00:00:00,2021-07-15 08:00:00,long,32641.65,32315.233500000002,stop_loss,-0.00999999999999998
2021-07-15 08:00:00,2021-07-15 16:00:00,short,31880.5,31242.89,take_profit,0.020000000000000018
2021-07-16 16:00:00,2021-07-16 20:00:00,long,31911.34,31592.226599999998,stop_loss,-0.010000000000000063
2021-07-16 20:00:00,2021-07-17 08:00:00,short,31383.87,31697.7087,stop_loss,-0.010000000000000009
2021-07-17 12:00:00,2021-07-18 00:00:00,long,31764.75,32400.045000000002,take_profit,0.02000000000000006
2021-07-19 12:00:00,2021-07-20 00:00:00,short,30687.96,30994.8396,stop_loss,-0.010000000000000007
2021-07-21 04:00:00,2021-07-21 08:00:00,long,30817.84,31434.1968,take_profit,0.020000000000000046
2021-07-27 16:00:00,2021-07-27 20:00:00,short,37800.49,38178.4949,stop_loss,-0.009999999999999998
2021-07-27 20:00:00,2021-07-28 00:00:00,long,39457.87,39063.291300000004,stop_loss,-0.009999999999999953
2021-07-29 00:00:00,2021-07-29 04:00:00,short,39609.78,40005.8778,stop_loss,-0.01000000000000008
2021-07-31 04:00:00,2021-07-31 12:00:00,long,41540.32,41124.9168,stop_loss,-0.010000000000000016
2021-07-31 16:00:00,2021-07-31 20:00:00,short,41303.63,41716.6663,stop_loss,-0.009999999999999995
2021-08-01 00:00:00,2021-08-01 04:00:00,long,42435.13,42010.778699999995,stop_loss,-0.01000000000000005
2021-08-01 04:00:00,2021-08-01 16:00:00,short,41701.26,40867.2348,take_profit,0.020000000000000087
2021-08-04 16:00:00,2021-08-05 00:00:00,long,39752.17,39354.6483,stop_loss,-0.009999999999999938
2021-08-08 20:00:00,2021-08-09 00:00:00,short,43794.37,42918.4826,take_profit,0.01999999999999999
2021-08-09 12:00:00,2021-08-09 20:00:00,long,45870.75,45412.0425,stop_loss,-0.00999999999999993
2021-08-10 08:00:00,2021-08-10 12:00:00,short,45345.05,45798.5005,stop_loss,-0.009999999999999978
2021-08-13 16:00:00,2021-08-13 20:00:00,long,46459.86,47389.0572,take_profit,0.02000000000000005
2021-08-15 04:00:00,2021-08-15 12:00:00,short,45742.92,46200.3492,stop_loss,-0.00999999999999997
2021-08-16 08:00:00,2021-08-16 12:00:00,long,47516.95,47041.78049999999,stop_loss,-0.010000000000000077
2021-08-16 12:00:00,2021-08-17 00:00:00,short,46344.03,45417.149399999995,take_profit,0.020000000000000087
2021-08-19 16:00:00,2021-08-20 12:00:00,long,46710.0,47644.200000000004,take_profit,0.020000000000000094
2021-08-22 16:00:00,2021-08-22 20:00:00,short,48647.85,49134.328499999996,stop_loss,-0.009999999999999948
2021-08-23 00:00:00,2021-08-23 12:00:00,long,50260.0,49757.4,stop_loss,-0.00999999999999997
2021-08-23 16:00:00,2021-08-23 20:00:00,short,49239.69,49732.0869,stop_loss,-0.009999999999999993
2021-08-27 16:00:00,2021-08-28 00:00:00,long,48293.69,49259.5638,take_profit,0.020000000000000025
2021-08-30 00:00:00,2021-08-30 16:00:00,short,47964.04,48443.680400000005,stop_loss,-0.01000000000000008
2021-09-01 16:00:00,2021-09-02 00:00:00,long,48150.0,49113.0,take_profit,0.02
2021-09-04 16:00:00,2021-09-05 12:00:00,short,49974.82,50474.5682,stop_loss,-0.010000000000000037
2021-09-05 20:00:00,2021-09-06 12:00:00,long,51756.88,51239.3112,stop_loss,-0.010000000000000018
2021-09-07 12:00:00,2021-09-07 16:00:00,short,46656.07,47122.6307,stop_loss,-0.010000000000000038
2021-09-10 00:00:00,2021-09-10 04:00:00,long,46719.71,46252.5129,stop_loss,-0.009999999999999948
2021-09-10 20:00:00,2021-09-11 00:00:00,short,44850.91,45299.41910000001,stop_loss,-0.010000000000000064
2021-09-11 08:00:00,2021-09-11 20:00:00,long,45555.04,45099.4896,stop_loss,-0.010000000000000002
2021-09-17 08:00:00,2021-09-18 00:00:00,short,47403.56,47877.5956,stop_loss,-0.010000000000000061
2021-09-18 08:00:00,2021-09-18 20:00:00,long,48367.16,47883.4884,stop_loss,-0.01000000000000003
2021-09-19 00:00:00,2021-09-19 08:00:00,short,47844.88,48323.328799999996,stop_loss,-0.009999999999999966
2021-09-22 16:00:00,2021-09-23 04:00:00,long,43384.9,44252.598000000005,take_profit,0.02000000000000009
2021-09-24 16:00:00,2021-09-24 20:00:00,short,42371.43,42795.1443,stop_loss,-0.009999999999999992
2021-09-25 16:00:00,2021-09-26 00:00:00,long,42665.95,42239.290499999996,stop_loss,-0.010000000000000038
2021-09-26 04:00:00,2021-09-26 08:00:00,short,41231.34,41643.653399999996,stop_loss,-0.00999999999999998
2021-09-26 08:00:00,2021-09-26 20:00:00,long,43063.57,43924.8414,take_profit,0.01999999999999995
2021-09-28 04:00:00,2021-09-28 12:00:00,short,41775.25,42193.0025,stop_loss,-0.010000000000000056
2021-09-29 08:00:00,2021-09-29 12:00:00,long,42399.98,41975.980200000005,stop_loss,-0.009999999999999946
2021-09-29 12:00:00,2021-09-30 00:00:00,short,41698.98,42115.969800000006,stop_loss,-0.010000000000000071
2021-09-30 00:00:00,2021-09-30 08:00:00,long,43591.23,43155.3177,stop_loss,-0.010000000000000082
2021-10-03 12:00:00,2021-10-03 16:00:00,short,47879.82,48358.6182,stop_loss,-0.009999999999999946
2021-10-03 16:00:00,2021-10-03 20:00:00,long,48774.76,48287.0124,stop_loss,-0.010000000000000049
2021-10-03 20:00:00,2021-10-04 04:00:00,short,48200.01,47236.0098,take_profit,0.020000000000000046
2021-10-05 08:00:00,2021-10-05 16:00:00,long,49877.06,50874.6012,take_profit,0.019999999999999993
2021-10-07 20:00:00,2021-10-08 00:00:00,short,53785.22,54323.0722,stop_loss,-0.010000000000000021
2021-10-11 12:00:00,2021-10-11 20:00:00,long,57490.18,56915.2782,stop_loss,-0.009999999999999993
2021-10-12 08:00:00,2021-10-12 12:00:00,short,57240.14,56095.3372,take_profit,0.01999999999999996
2021-10-14 00:00:00,2021-10-14 04:00:00,long,58065.99,57485.3301,stop_loss,-0.00999999999999998
2021-10-17 00:00:00,2021-10-17 20:00:00,short,61115.85,59893.532999999996,take_profit,0.020000000000000046
2021-10-19 16:00:00,2021-10-20 04:00:00,long,64177.15,63535.3785,stop_loss,-0.01000000000000004
2021-10-21 12:00:00,2021-10-21 16:00:00,short,62971.2,63600.912,stop_loss,-0.009999999999999993
2021-10-25 00:00:00,2021-10-25 12:00:00,long,62084.26,63325.9452,take_profit,0.019999999999999997
2021-10-26 20:00:00,2021-10-27 04:00:00,short,60328.81,60932.098099999996,stop_loss,-0.009999999999999966
2021-10-28 12:00:00,2021-10-28 16:00:00,long,61138.62,60527.2338,stop_loss,-0.010000000000000012
2021-10-31 08:00:00,2021-10-31 20:00:00,short,60467.81,61072.488099999995,stop_loss,-0.009999999999999957
2021-11-01 08:00:00,2021-11-01 16:00:00,long,61807.99,61189.9101,stop_loss,-0.009999999999999952
2021-11-01 20:00:00,2021-11-02 00:00:00,short,60911.11,61520.2211,stop_loss,-0.010000000000000031
2021-11-02 04:00:00,2021-11-02 08:00:00,long,61521.13,62751.552599999995,take_profit,0.01999999999999997
2021-11-04 00:00:00,2021-11-04 12:00:00,short,62420.0,61171.6,take_profit,0.020000000000000025
2021-11-07 00:00:00,2021-11-07 08:00:00,long,62133.04,61511.7096,stop_loss,-0.009999999999999983
2021-11-10 04:00:00,2021-11-10 08:00:00,short,66426.43,67090.69429999999,stop_loss,-0.009999999999999929
2021-11-14 04:00:00,2021-11-14 16:00:00,long,64627.58,63981.3042,stop_loss,-0.010000000000000047
2021-11-15 20:00:00,2021-11-16 00:00:00,short,63606.74,62334.6052,take_profit,0.019999999999999997
2021-11-19 16:00:00,2021-11-20 16:00:00,long,58033.05,57452.7195,stop_loss,-0.010000000000000063
2021-11-22 08:00:00,2021-11-22 12:00:00,short,57180.51,57752.3151,stop_loss,-0.00999999999999996
2021-11-22 12:00:00,2021-11-22 16:00:00,long,58194.79,57612.8421,stop_loss,-0.009999999999999986
2021-11-22 16:00:00,2021-11-22 20:00:00,short,55993.03,56552.9603,stop_loss,-0.01
2021-11-23 16:00:00,2021-11-24 00:00:00,long,57778.2,57200.418,stop_loss,-0.009999999999999988
2021-11-26 08:00:00,2021-11-26 12:00:00,short,53719.3,54256.493,stop_loss,-0.009999999999999986
2021-11-28 16:00:00,2021-11-28 20:00:00,long,54617.85,55710.207,take_profit,0.020000000000000066
2021-12-02 00:00:00,2021-12-02 04:00:00,short,56300.12,56863.1212,stop_loss,-0.009999999999999978
2021-12-06 00:00:00,2021-12-06 04:00:00,long,49018.47,48528.2853,stop_loss,-0.009999999999999959
2021-12-09 12:00:00,2021-12-09 20:00:00,short,48464.09,47494.80819999999,take_profit,0.02000000000000009
2021-12-11 08:00:00,2021-12-11 16:00:00,long,48240.44,49205.2488,take_profit,0.019999999999999976
2021-12-13 12:00:00,2021-12-13 16:00:00,short,47252.02,47724.540199999996,stop_loss,-0.00999999999999998
2021-12-15 00:00:00,2021-12-15 12:00:00,long,48262.41,47779.7859,stop_loss,-0.010000000000000018
2021-12-17 04:00:00,2021-12-17 12:00:00,short,47007.25,46067.104999999996,take_profit,0.020000000000000087
2021-12-19 00:00:00,2021-12-19 08:00:00,long,47712.38,47235.256199999996,stop_loss,-0.010000000000000026
2021-12-20 08:00:00,2021-12-20 16:00:00,short,46092.6,46553.526,stop_loss,-0.00999999999999999
2021-12-20 20:00:00,2021-12-21 00:00:00,long,46914.16,47852.4432,take_profit,0.019999999999999955
2021-12-23 04:00:00,2021-12-23 12:00:00,short,48129.6,48610.896,stop_loss,-0.010000000000000044
2021-12-23 16:00:00,2021-12-23 20:00:00,long,51109.99,50598.8901,stop_loss,-0.010000000000000021
2021-12-25 12:00:00,2021-12-26 00:00:00,short,50659.91,49646.711800000005,take_profit,0.019999999999999976
2021-12-27 16:00:00,2021-12-27 20:00:00,long,51204.64,50692.5936,stop_loss,-0.009999999999999986
2021-12-27 20:00:00,2021-12-28 00:00:00,short,50701.44,49687.4112,take_profit,0.02
2021-12-31 00:00:00,2021-12-31 08:00:00,long,47201.85,48145.887,take_profit,0.020000000000000084
2021-12-31 20:00:00,2022-01-01 00:00:00,short,46216.93,46679.0993,stop_loss,-0.01000000000000003
2022-01-01 00:00:00,2022-01-01 16:00:00,long,46813.2,47749.464,take_profit,0.020000000000000063
2022-01-03 20:00:00,2022-01-04 12:00:00,short,46446.1,46910.561,stop_loss,-0.010000000000000064
2022-01-04 12:00:00,2022-01-04 16:00:00,long,46925.35,46456.0965,stop_loss,-0.009999999999999976
2022-01-04 16:00:00,2022-01-05 00:00:00,short,46052.36,46512.8836,stop_loss,-0.010000000000000009
