entry_time,exit_time,position,entry_price,exit_price,exit_type,pnl
2020-07-12 20:00:00,2020-07-13 16:00:00,long,9302.75,9209.7225,stop_loss,-0.010000000000000016
2020-07-14 00:00:00,2020-07-21 04:00:00,short,9217.11,9309.2811,stop_loss,-0.009999999999999953
2020-07-24 20:00:00,2020-07-25 16:00:00,short,9537.8,9633.178,stop_loss,-0.010000000000000064
2020-07-25 20:00:00,2020-07-26 08:00:00,long,9700.42,9894.4284,take_profit,0.020000000000000063
2020-07-29 20:00:00,2020-07-30 12:00:00,short,11100.53,10878.519400000001,take_profit,0.019999999999999962
2020-08-01 04:00:00,2020-08-01 12:00:00,long,11657.35,11540.7765,stop_loss,-0.010000000000000037
2020-08-02 04:00:00,2020-08-02 08:00:00,short,11323.78,11097.3044,take_profit,0.019999999999999976
2020-08-05 12:00:00,2020-08-05 20:00:00,long,11661.3,11544.687,stop_loss,-0.009999999999999946
2020-08-07 12:00:00,2020-08-07 16:00:00,short,11641.7,11408.866,take_profit,0.020000000000000063
2020-08-10 00:00:00,2020-08-10 08:00:00,long,12009.4,11889.305999999999,stop_loss,-0.01000000000000008
2020-08-11 04:00:00,2020-08-11 12:00:00,short,11748.05,11513.089,take_profit,0.019999999999999945
2020-08-13 20:00:00,2020-08-14 00:00:00,long,11780.0,11662.2,stop_loss,-0.009999999999999938
2020-08-16 16:00:00,2020-08-17 12:00:00,short,11818.3,11936.483,stop_loss,-0.010000000000000077
2020-08-17 12:00:00,2020-08-17 16:00:00,long,12421.55,12297.334499999999,stop_loss,-0.010000000000000021
2020-08-18 16:00:00,2020-08-19 04:00:00,short,11982.0,11742.36,take_profit,0.019999999999999952
2020-08-23 12:00:00,2020-08-25 08:00:00,long,11653.25,11536.7175,stop_loss,-0.009999999999999943
2020-08-25 12:00:00,2020-08-25 16:00:00,short,11419.41,11191.0218,take_profit,0.01999999999999995
2020-08-28 00:00:00,2020-08-30 00:00:00,long,11380.08,11607.6816,take_profit,0.019999999999999997
2020-09-02 08:00:00,2020-09-03 12:00:00,short,11406.02,11177.8996,take_profit,0.01999999999999998
2020-09-06 04:00:00,2020-09-06 12:00:00,long,10230.37,10128.0663,stop_loss,-0.010000000000000037
2020-09-13 16:00:00,2020-09-14 08:00:00,short,10309.05,10412.1405,stop_loss,-0.010000000000000024
2020-09-14 08:00:00,2020-09-14 12:00:00,long,10469.82,10679.2164,take_profit,0.019999999999999966
2020-09-17 08:00:00,2020-09-18 08:00:00,short,10877.65,10986.4265,stop_loss,-0.009999999999999995
2020-09-19 12:00:00,2020-09-20 00:00:00,long,11090.56,10979.6544,stop_loss,-0.010000000000000005
2020-09-20 00:00:00,2020-09-20 16:00:00,short,10948.81,10729.833799999999,take_profit,0.02000000000000009
2020-09-24 12:00:00,2020-09-24 20:00:00,long,10545.36,10756.2672,take_profit,0.019999999999999966
2020-09-29 00:00:00,2020-09-29 08:00:00,short,10689.94,10796.8394,stop_loss,-0.010000000000000023
2020-10-01 04:00:00,2020-10-01 12:00:00,long,10824.75,10716.5025,stop_loss,-0.009999999999999953
2020-10-01 16:00:00,2020-10-02 04:00:00,short,10617.74,10405.385199999999,take_profit,0.020000000000000094
2020-10-04 00:00:00,2020-10-05 12:00:00,long,10545.49,10756.3998,take_profit,0.01999999999999995
2020-10-06 16:00:00,2020-10-07 16:00:00,short,10571.36,10677.073600000002,stop_loss,-0.010000000000000089
2020-10-08 12:00:00,2020-10-10 00:00:00,long,10896.96,11114.8992,take_profit,0.020000000000000066
2020-10-11 20:00:00,2020-10-12 12:00:00,short,11369.02,11482.710200000001,stop_loss,-0.01000000000000008
2020-10-18 04:00:00,2020-10-19 12:00:00,long,11455.4,11684.508,take_profit,0.020000000000000014
2020-10-23 12:00:00,2020-10-24 12:00:00,short,12921.09,13050.3009,stop_loss,-0.010000000000000004
2020-10-27 12:00:00,2020-10-28 08:00:00,long,13609.24,13473.1476,stop_loss,-0.009999999999999967
2020-10-28 12:00:00,2020-10-29 12:00:00,short,13221.26,13353.472600000001,stop_loss,-0.010000000000000056
2020-10-30 20:00:00,2020-10-31 00:00:00,long,13560.1,13424.499,stop_loss,-0.010000000000000042
2020-11-01 20:00:00,2020-11-02 08:00:00,short,13761.5,13486.27,take_profit,0.01999999999999997
2020-11-03 20:00:00,2020-11-04 00:00:00,long,14023.53,13883.2947,stop_loss,-0.01000000000000002
2020-11-07 12:00:00,2020-11-07 16:00:00,short,15337.91,15031.1518,take_profit,0.020000000000000014
2020-11-11 12:00:00,2020-11-12 00:00:00,long,15667.27,15510.5973,stop_loss,-0.010000000000000063
2020-11-14 04:00:00,2020-11-14 08:00:00,short,16089.0,15767.22,take_profit,0.020000000000000042
2020-11-16 12:00:00,2020-11-16 16:00:00,long,16450.0,16779.0,take_profit,0.02
2020-11-19 08:00:00,2020-11-19 12:00:00,short,17765.33,17942.983300000004,stop_loss,-0.010000000000000099
2020-11-20 12:00:00,2020-11-20 16:00:00,long,18668.56,18481.8744,stop_loss,-0.010000000000000037
2020-11-21 08:00:00,2020-11-21 12:00:00,short,18531.06,18716.370600000002,stop_loss,-0.010000000000000037
2020-11-24 12:00:00,2020-11-24 16:00:00,long,19358.57,19164.9843,stop_loss,-0.009999999999999981
2020-11-25 20:00:00,2020-11-26 00:00:00,short,18719.11,18906.3011,stop_loss,-0.01
2020-11-28 12:00:00,2020-11-28 20:00:00,long,17517.04,17867.380800000003,take_profit,0.0200000000000001
2020-12-02 00:00:00,2020-12-02 04:00:00,short,18618.25,18804.4325,stop_loss,-0.009999999999999945
2020-12-06 20:00:00,2020-12-07 00:00:00,long,19359.4,19165.806,stop_loss,-0.010000000000000049
2020-12-07 12:00:00,2020-12-08 08:00:00,short,19213.9,18829.622,take_profit,0.020000000000000104
2020-12-12 00:00:00,2020-12-12 16:00:00,long,18282.02,18647.6604,take_profit,0.02000000000000001
2020-12-16 04:00:00,2020-12-16 08:00:00,short,19423.96,19618.1996,stop_loss,-0.010000000000000042
2020-12-16 08:00:00,2020-12-16 12:00:00,long,19739.78,20134.5756,take_profit,0.020000000000000066
2020-12-19 04:00:00,2020-12-19 12:00:00,short,22853.75,23082.2875,stop_loss,-0.009999999999999936
2020-12-25 08:00:00,2020-12-25 12:00:00,long,24574.4,24328.656000000003,stop_loss,-0.00999999999999995
2020-12-28 12:00:00,2020-12-28 16:00:00,short,26916.32,27185.4832,stop_loss,-0.009999999999999966
2020-12-30 04:00:00,2020-12-30 08:00:00,long,28386.62,28102.7538,stop_loss,-0.010000000000000014
2020-12-31 20:00:00,2021-01-01 00:00:00,short,28923.63,29212.8663,stop_loss,-0.010000000000000016
2021-01-02 12:00:00,2021-01-02 16:00:00,long,31691.29,32325.115800000003,take_profit,0.020000000000000073
2021-01-04 04:00:00,2021-01-04 08:00:00,short,32068.84,32389.5284,stop_loss,-0.009999999999999972
2021-01-06 00:00:00,2021-01-06 04:00:00,long,34117.59,34799.9418,take_profit,0.02000000000000012
2021-01-09 04:00:00,2021-01-09 08:00:00,short,39638.61,40034.996100000004,stop_loss,-0.010000000000000085
2021-01-13 16:00:00,2021-01-13 20:00:00,long,36002.25,36722.295,take_profit,0.019999999999999952
2021-01-15 16:00:00,2021-01-15 20:00:00,short,35217.26,35569.4326,stop_loss,-0.009999999999999945
2021-01-18 12:00:00,2021-01-18 16:00:00,long,36405.98,36041.9202,stop_loss,-0.010000000000000075
2021-01-20 00:00:00,2021-01-20 04:00:00,short,35062.49,35413.1149,stop_loss,-0.010000000000000073
2021-01-22 20:00:00,2021-01-23 00:00:00,long,32945.17,32615.718299999997,stop_loss,-0.010000000000000044
2021-01-26 08:00:00,2021-01-26 12:00:00,short,31796.95,31161.011,take_profit,0.020000000000000066
2021-01-26 20:00:00,2021-01-27 00:00:00,long,32467.77,32143.0923,stop_loss,-0.010000000000000005
2021-01-27 00:00:00,2021-01-27 08:00:00,short,31800.86,31164.8428,take_profit,0.020000000000000063
2021-01-28 12:00:00,2021-01-28 16:00:00,long,31926.49,32565.019800000002,take_profit,0.020000000000000007
2021-01-31 04:00:00,2021-01-31 12:00:00,short,33607.98,33944.0598,stop_loss,-0.009999999999999985
2021-02-02 08:00:00,2021-02-02 12:00:00,long,34720.15,34372.9485,stop_loss,-0.010000000000000082
2021-02-05 08:00:00,2021-02-05 12:00:00,short,37691.32,38068.2332,stop_loss,-0.010000000000000071
2021-02-05 12:00:00,2021-02-05 16:00:00,long,37960.76,37581.1524,stop_loss,-0.010000000000000078
2021-02-05 16:00:00,2021-02-05 20:00:00,short,37608.92,37985.0092,stop_loss,-0.010000000000000057
2021-02-06 00:00:00,2021-02-06 04:00:00,long,39384.74,38990.8926,stop_loss,-0.009999999999999969
2021-02-07 04:00:00,2021-02-07 08:00:00,short,39030.0,39420.3,stop_loss,-0.010000000000000075
2021-02-08 12:00:00,2021-02-08 16:00:00,long,43716.32,43279.1568,stop_loss,-0.010000000000000061
2021-02-10 12:00:00,2021-02-10 16:00:00,short,44353.04,44796.570400000004,stop_loss,-0.010000000000000073
2021-02-17 04:00:00,2021-02-17 12:00:00,long,51112.39,50601.2661,stop_loss,-0.009999999999999974
2021-02-18 20:00:00,2021-02-19 08:00:00,short,51552.6,52068.126,stop_loss,-0.009999999999999962
2021-02-19 12:00:00,2021-02-19 16:00:00,long,53863.19,54940.4538,take_profit,0.02000000000000001
2021-02-22 00:00:00,2021-02-22 04:00:00,short,55860.12,56418.7212,stop_loss,-0.009999999999999952
2021-02-25 04:00:00,2021-02-25 08:00:00,long,50395.99,49892.030099999996,stop_loss,-0.010000000000000033
2021-02-25 20:00:00,2021-02-26 00:00:00,short,47073.73,47544.467300000004,stop_loss,-0.010000000000000014
2021-02-27 08:00:00,2021-02-27 12:00:00,long,47299.99,46826.990099999995,stop_loss,-0.010000000000000054
2021-02-28 00:00:00,2021-02-28 04:00:00,short,44629.17,45075.4617,stop_loss,-0.010000000000000037
2021-03-01 00:00:00,2021-03-01 04:00:00,long,46336.37,45873.0063,stop_loss,-0.010000000000000037
2021-03-04 16:00:00,2021-03-04 20:00:00,short,48000.36,48480.363600000004,stop_loss,-0.010000000000000077
2021-03-07 00:00:00,2021-03-07 08:00:00,long,49551.44,50542.4688,take_profit,0.02
2021-03-12 04:00:00,2021-03-12 12:00:00,short,56670.9,55537.482,take_profit,0.019999999999999962
2021-03-13 08:00:00,2021-03-13 12:00:00,long,59849.74,59251.2426,stop_loss,-0.010000000000000004
2021-03-14 16:00:00,2021-03-14 20:00:00,short,59931.7,60531.017,stop_loss,-0.010000000000000045
2021-03-17 20:00:00,2021-03-18 04:00:00,long,58912.97,58323.8403,stop_loss,-0.00999999999999996
